name,released,metacritic,rating,ratings_count,playtime,Platform,Genre,Publisher,NA_Sales(MM),EU_Sales(MM),JP_Sales(MM),Other_Sales(MM),Global_Sales(MM),price,Platform_Group
Judge Dredd: Dredd vs. Death,2003-10-17,55.0,3.04,45,1,PS2,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,5.59,PlayStation Consoles
Judge Dredd: Dredd vs. Death,2003-10-17,55.0,3.04,45,1,XB,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,5.59,Xbox Consoles
Luigi's Mansion,2001-09-14,78.0,4.28,192,2,GC,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,,Nintendo Consoles
Metroid: Zero Mission,2004-02-09,89.0,4.38,201,4,GBA,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,,Handhelds
Spyro: Year of the Dragon,2000-10-24,91.0,4.38,189,0,PS,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,,PlayStation Consoles
Paper Mario: The Thousand-Year Door,2004-07-22,87.0,4.33,194,0,GC,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,,Nintendo Consoles
Metroid Fusion,2002-11-17,92.0,4.37,191,14,GBA,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,,Handhelds
Iron Storm,2002-10-24,69.0,2.95,21,1,SAT,Shooter,Sega,0.0,0.0,0.34,0.0,0.34,1.99,Other
Full Spectrum Warrior,2004-05-31,80.0,3.0,25,1,XB,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,7.99,Xbox Consoles
Full Spectrum Warrior,2004-05-31,80.0,3.0,25,1,PS2,Strategy,THQ,0.15,0.11,0.0,0.04,0.3,7.99,PlayStation Consoles
Battlefield 1942,2002-09-10,89.0,4.14,202,1,PC,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,,PC
Knights of Honor,2004-09-29,77.0,3.88,34,1,PC,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,7.49,PC
The Lord of the Rings: The Return of the King,2003-10-31,82.0,4.09,213,0,PS2,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,,PlayStation Consoles
The Lord of the Rings: The Return of the King,2003-10-31,82.0,4.09,213,0,XB,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,,Xbox Consoles
The Lord of the Rings: The Return of the King,2003-10-31,82.0,4.09,213,0,GC,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,,Nintendo Consoles
The Lord of the Rings: The Return of the King,2003-10-31,82.0,4.09,213,0,GBA,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,,Handhelds
Medal of Honor: Frontline,2002-05-28,88.0,3.9,109,0,PS2,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,,PlayStation Consoles
Medal of Honor: Frontline,2002-05-28,88.0,3.9,109,0,XB,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,,Xbox Consoles
Medal of Honor: Frontline,2002-05-28,88.0,3.9,109,0,GC,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,,Nintendo Consoles
Indiana Jones and the Emperor's Tomb,2003-03-25,69.0,3.82,57,1,XB,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,4.79,Xbox Consoles
Worms Forts: Under Siege,2004-11-18,65.0,3.07,58,1,PS2,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,,PlayStation Consoles
Worms Forts: Under Siege,2004-11-18,65.0,3.07,58,1,XB,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,,Xbox Consoles
The Chronicles of Riddick: Escape from Butcher Bay,2004-06-01,90.0,4.31,180,24,XB,Shooter,Vivendi Games,0.32,0.11,0.0,0.02,0.45,,Xbox Consoles
The Suffering,2003-12-31,78.0,4.14,140,1,PS2,Action,Midway Games,0.2,0.16,0.0,0.05,0.42,,PlayStation Consoles
The Suffering,2003-12-31,78.0,4.14,140,1,XB,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,,Xbox Consoles
Killzone,2004-11-02,70.0,3.59,125,32,PS2,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,,PlayStation Consoles
Castlevania: Aria of Sorrow,2003-05-06,91.0,4.38,159,0,GBA,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,,Handhelds
Sonic Heroes,2003-12-30,67.0,3.87,174,1,PS2,Platform,Sega,1.04,1.37,0.06,0.49,2.96,,PlayStation Consoles
Sonic Heroes,2003-12-30,67.0,3.87,174,1,GC,Platform,Sega,1.05,0.44,0.06,0.04,1.6,,Nintendo Consoles
Sonic Heroes,2003-12-30,67.0,3.87,174,1,XB,Platform,Sega,0.41,0.43,0.01,0.05,0.9,,Xbox Consoles
Phoenix Wright: Ace Attorney − Trials and Tribulations,2004-01-23,81.0,4.34,192,17,DS,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67,,Handhelds
Spider-Man: The Movie,2002-05-01,77.0,3.58,167,0,PS2,Action,Activision,2.71,1.51,0.03,0.23,4.48,,PlayStation Consoles
Spider-Man: The Movie,2002-05-01,77.0,3.58,167,0,XB,Action,Activision,1.07,0.28,0.0,0.05,1.4,,Xbox Consoles
Spider-Man: The Movie,2002-05-01,77.0,3.58,167,0,GBA,Action,Activision,0.92,0.35,0.01,0.05,1.33,,Handhelds
Spider-Man: The Movie,2002-05-01,77.0,3.58,167,0,GC,Action,Activision,0.86,0.27,0.01,0.04,1.19,,Nintendo Consoles
Enter the Matrix,2003-05-14,60.0,3.43,159,24,PS2,Action,Atari,1.78,1.12,0.09,0.19,3.18,,PlayStation Consoles
